Abundance|10E=167
Crucible of Worlds (2)|2X2=5205
Crucible of Worlds (3)|2X2=3255
Cryptic Spires|2X2=10
Dack's Duplicate (1)|2X2=127
Dack's Duplicate (2)|2X2=26
Damnation (1)|2X2=3271
Damnation (2)|2X2=1861
Damnation (3)|2X2=1913
Dark-Dweller Oracle|2X2=18
Darksteel Plate (1)|2X2=522
Darksteel Plate (2)|2X2=1797
Dauntless Escort (1)|2X2=96
Dauntless Escort (2)|2X2=34
Deadly Recluse|2X2=10
Deathbringer Liege (1)|2X2=402
Deathbringer Liege (2)|2X2=88
Deep Analysis|2X2=9
Deranged Assistant|2X2=6
Devoted Druid|2X2=159
Dimir Aqueduct (1)|2X2=160
Dimir Aqueduct (2)|2X2=23
Disciple of the Ring (1)|2X2=63
Disciple of the Ring (2)|2X2=27
Disfigure|2X2=3
Divine Visitation (1)|2X2=277
Divine Visitation (2)|2X2=1043
Dockside Extortionist (1)|2X2=2059
Dockside Extortionist (2)|2X2=4909
Dockside Extortionist (3)|2X2=1333
Domestication|2X2=4
Doomed Traveler|2X2=4
Doran, the Siege Tower (1)|2X2=1279
Doran, the Siege Tower (2)|2X2=1126
Dragon Arch|2X2=149
Dragonlord Dromoka (1)|2X2=1409
Dragonlord Dromoka (2)|2X2=516
Dragonlord Dromoka (3)|2X2=912
Dragonlord Silumgar (1)|2X2=679
Dragonlord Silumgar (2)|2X2=414
Dreamshaper Shaman|2X2=7
Dreg Mangler|2X2=4
Drogskol Reaver (1)|2X2=279
Drogskol Reaver (2)|2X2=490
Dromoka's Command (1)|2X2=20
Dromoka's Command (2)|2X2=145
Eel Umbra|2X2=11
Elenda, the Dusk Rose (1)|2X2=1668
Elenda, the Dusk Rose (2)|2X2=425
Elenda, the Dusk Rose (3)|2X2=1038
Elsha of the Infinite (1)|2X2=96
Elsha of the Infinite (2)|2X2=649
Elvish Rejuvenator|2X2=6
Emiel the Blessed (1)|2X2=1206
Emiel the Blessed (2)|2X2=2024
Emiel the Blessed (3)|2X2=1616
Empyrial Archangel (1)|2X2=30
Empyrial Archangel (2)|2X2=119
Emrakul, the Aeons Torn (1)|2X2=1891
Emrakul, the Aeons Torn (2)|2X2=1763
Emrakul, the Aeons Torn (3)|2X2=4247
Emrakul, the Aeons Torn (4)|2X2=2722
Eternal Witness (1)|2X2=122
Eternal Witness (2)|2X2=173
Experiment One|2X2=9
Extract from Darkness|2X2=17
Eyeblight's Ending|2X2=7
Ezuri, Claw of Progress (1)|2X2=217
Ezuri, Claw of Progress (2)|2X2=294
Fiery Fall|2X2=2
Fiery Justice (1)|2X2=10
Fiery Justice (2)|2X2=30
Figure of Destiny (1)|2X2=32
Figure of Destiny (2)|2X2=110
Fireblade Artist|2X2=5
Firemind Vessel|2X2=29
Firesong and Sunspeaker (1)|2X2=75
Firesong and Sunspeaker (2)|2X2=21
Flickerwisp (1)|2X2=120
Flickerwisp (2)|2X2=26
Food Chain (1)|2X2=4672
Food Chain (2)|2X2=4227
Forbidden Alchemy|2X2=9
Forbidden Orchard (1)|2X2=895
Forbidden Orchard (2)|2X2=828
Forbidden Orchard (3)|2X2=946
Force of Negation (1)|2X2=6788
Force of Negation (2)|2X2=4677
Force of Negation (3)|2X2=5127
Ghave, Guru of Spores (1)|2X2=768
Ghave, Guru of Spores (2)|2X2=99
Gifts Ungiven (1)|2X2=1189
Gifts Ungiven (2)|2X2=659
Gifts Ungiven (3)|2X2=451
Glen Elendra Liege (1)|2X2=83
Glen Elendra Liege (2)|2X2=255
Glimpse the Unthinkable (1)|2X2=512
Glimpse the Unthinkable (2)|2X2=400
Glimpse the Unthinkable (3)|2X2=367
Gloryscale Viashino|2X2=8
Glowspore Shaman|2X2=5
Gnarlback Rhino|2X2=7
Go for the Throat|2X2=44
Goblin Banneret|2X2=7
Gods Willing|2X2=11
Golgari Rot Farm (1)|2X2=26
Golgari Rot Farm (2)|2X2=249
Grand Arbiter Augustin IV (1)|2X2=1649
Grand Arbiter Augustin IV (2)|2X2=1732
Grand Arbiter Augustin IV (3)|2X2=1491
Grapple with the Past|2X2=7
Graveblade Marauder|2X2=7
Gravecrawler (1)|2X2=890
Gravecrawler (2)|2X2=216
Greater Gargadon (1)|2X2=29
Greater Gargadon (2)|2X2=488
Green Sun's Zenith (1)|2X2=4881
Green Sun's Zenith (2)|2X2=1682
Grim Flayer (1)|2X2=20
Grim Flayer (2)|2X2=40
Grim Flayer (3)|2X2=40
Ground Assault|2X2=4
Gruul Turf (1)|2X2=29
Gruul Turf (2)|2X2=285
Guided Passage (1)|2X2=156
Guided Passage (2)|2X2=25
Hardened Scales (1)|2X2=281
Hardened Scales (2)|2X2=416
Hardened Scales (3)|2X2=190
Hellkite Overlord (1)|2X2=241
Hellkite Overlord (2)|2X2=48
Hero of the Games|2X2=3
Heroic Reinforcements|2X2=8
Hissing Iguanar|2X2=12
Hostage Taker (1)|2X2=379
Hostage Taker (2)|2X2=22
Hydroid Krasis (1)|2X2=42
Hydroid Krasis (2)|2X2=383
Hyena Umbra|2X2=24
Imperial Seal (1)|2X2=14568
Imperial Seal (2)|2X2=14568
Imperial Seal (3)|2X2=19787
Impervious Greatwurm (1)|2X2=1100
Impervious Greatwurm (2)|2X2=489
Ingenious Skaab|2X2=4
Inquisition of Kozilek (1)|2X2=46
Inquisition of Kozilek (2)|2X2=44
Intet, the Dreamer (1)|2X2=55
Intet, the Dreamer (2)|2X2=291
Izzet Boilerworks (1)|2X2=118
Izzet Boilerworks (2)|2X2=29
Izzet Charm|2X2=21
Jeskai Ascendancy (1)|2X2=719
Jeskai Ascendancy (2)|2X2=187
Jeskai Charm|2X2=14
Jeskai Elder|2X2=4
Jodah, Archmage Eternal (1)|2X2=1325
Jodah, Archmage Eternal (2)|2X2=172
Judith, the Scourge Diva (1)|2X2=102
Judith, the Scourge Diva (2)|2X2=29
Kaalia of the Vast (1)|2X2=1899
Kaalia of the Vast (2)|2X2=396
Kaervek the Merciless (1)|2X2=567
Kaervek the Merciless (2)|2X2=43
Kambal, Consul of Allocation (1)|2X2=2079
Kambal, Consul of Allocation (2)|2X2=910
Karador, Ghost Chieftain (1)|2X2=24
Karador, Ghost Chieftain (2)|2X2=121
Kasmina's Transmutation|2X2=7
Kederekt Leviathan (1)|2X2=58
Kederekt Leviathan (2)|2X2=323
Knightly Valor|2X2=5
Kolaghan's Command (1)|2X2=141
Kolaghan's Command (2)|2X2=249
Kolaghan's Command (3)|2X2=49
Kozilek, Butcher of Truth (1)|2X2=4847
Kozilek, Butcher of Truth (2)|2X2=8123
Kozilek, Butcher of Truth (3)|2X2=5368
Kozilek, Butcher of Truth (4)|2X2=4523
Kruin Striker|2X2=4
Labyrinth Champion|2X2=4
Last Breath|2X2=3
Lava Coil|2X2=4
Lavalanche (1)|2X2=121
Lavalanche (2)|2X2=21
League Guildmage|2X2=5
Legion's Initiative (1)|2X2=199
Legion's Initiative (2)|2X2=172
Leonin Arbiter (1)|2X2=50
Leonin Arbiter (2)|2X2=275
Lightning Bolt (1)|2X2=196
Lightning Bolt (2)|2X2=115
Lightning Helix|2X2=20
Liliana's Elite|2X2=8
Liliana, the Last Hope (1)|2X2=694
Liliana, the Last Hope (2)|2X2=540
Liliana, the Last Hope (3)|2X2=2347
Liliana, the Last Hope (4)|2X2=491
Livewire Lash|2X2=13
Living Lightning|2X2=5
Lord of Extinction (1)|2X2=351
Lord of Extinction (2)|2X2=938
Lotleth Troll|2X2=8
Lyev Skyknight|2X2=4
Magister Sphinx (1)|2X2=293
Magister Sphinx (2)|2X2=70
Makeshift Mauler|2X2=2
Mana Drain (1)|2X2=5297
Mana Drain (2)|2X2=6268
Mana Drain (3)|2X2=9899
Mana Leak|2X2=13
Mana Vault (1)|2X2=10520
Mana Vault (2)|2X2=8510
Mana Vault (3)|2X2=19915
Marchesa, the Black Rose (1)|2X2=206
Marchesa, the Black Rose (2)|2X2=446
Marchesa, the Black Rose (3)|2X2=198
Martial Glory|2X2=9
Master Biomancer (1)|2X2=558
Master Biomancer (2)|2X2=140
Master of Cruelties (1)|2X2=512
Master of Cruelties (2)|2X2=1588
Mathas, Fiend Seeker (1)|2X2=296
Mathas, Fiend Seeker (2)|2X2=51
Mayael's Aria (1)|2X2=553
Mayael's Aria (2)|2X2=262
Mentor of the Meek (1)|2X2=19
Mentor of the Meek (2)|2X2=58
Might of Old Krosa|2X2=12
Mikaeus, the Lunarch (1)|2X2=653
Mikaeus, the Lunarch (2)|2X2=58
Militia Bugler|2X2=12
Mindwrack Liege (1)|2X2=20
Mindwrack Liege (2)|2X2=68
Mistfire Adept|2X2=6
Mistmeadow Witch|2X2=13
Mizzix of the Izmagnus (1)|2X2=97
Mizzix of the Izmagnus (2)|2X2=299
Momentary Blink|2X2=14
Monastery Mentor (1)|2X2=165
Monastery Mentor (2)|2X2=1010
Monastery Swiftspear (1)|2X2=31
Monastery Swiftspear (2)|2X2=19
Muldrotha, the Gravetide (1)|2X2=1544
Muldrotha, the Gravetide (2)|2X2=509
Muldrotha, the Gravetide (3)|2X2=702
Mulldrifter (1)|2X2=104
Mulldrifter (2)|2X2=37
Murkfiend Liege (1)|2X2=440
Murkfiend Liege (2)|2X2=731
Myth Realized|2X2=5
Necrotic Ooze (1)|2X2=717
Necrotic Ooze (2)|2X2=379
Nephalia Smuggler|2X2=7
Nicol Bolas, God-Pharaoh (1)|2X2=1029
Nicol Bolas, God-Pharaoh (2)|2X2=353
Nim Deathmantle (1)|2X2=1100
Nim Deathmantle (2)|2X2=435
Ob Nixilis, Unshackled (1)|2X2=425
Ob Nixilis, Unshackled (2)|2X2=1086
Oona's Prowler (1)|2X2=58
Oona's Prowler (2)|2X2=14
Oracle of Mul Daya (1)|2X2=1302
Oracle of Mul Daya (2)|2X2=549
Oracle of Mul Daya (3)|2X2=1022
Orzhov Basilica (1)|2X2=140
Orzhov Basilica (2)|2X2=21
Orzhov Pontiff|2X2=10
Panharmonicon (1)|2X2=1384
Panharmonicon (2)|2X2=995
Panharmonicon (3)|2X2=1114
Path to Exile|2X2=123
Phyrexian Altar (1)|2X2=5052
Phyrexian Altar (2)|2X2=8125
Phyrexian Altar (3)|2X2=4948
Phyrexian Tyranny (1)|2X2=160
Phyrexian Tyranny (2)|2X2=313
Pillar of the Paruns (1)|2X2=201
Pillar of the Paruns (2)|2X2=136
Pirate's Pillage|2X2=47
Pithing Needle (1)|2X2=387
Pithing Needle (2)|2X2=121
Pithing Needle (3)|2X2=55
Planar Bridge (1)|2X2=204
Planar Bridge (2)|2X2=674
Privileged Position (1)|2X2=690
Privileged Position (2)|2X2=482
Privileged Position (3)|2X2=393
Prized Amalgam (1)|2X2=216
Prized Amalgam (2)|2X2=71
Prophetic Bolt|2X2=9
Psychic Symbiont|2X2=4
Pull from Tomorrow (1)|2X2=536
Pull from Tomorrow (2)|2X2=40
Purphoros's Emissary|2X2=4
Qasali Pridemage (1)|2X2=17
Qasali Pridemage (2)|2X2=14
Rafiq of the Many (1)|2X2=22
Rafiq of the Many (2)|2X2=111
Rakdos Carnarium (1)|2X2=42
Rakdos Carnarium (2)|2X2=164
Rampant Growth (1)|2X2=69
Rampant Growth (2)|2X2=139
Rancor|2X2=118
Relief Captain|2X2=7
Restoration Angel (1)|2X2=26
Restoration Angel (2)|2X2=158
Reveillark (1)|2X2=357
Reveillark (2)|2X2=58
Rift Bolt|2X2=14
Rishkar, Peema Renegade (1)|2X2=772
Rishkar, Peema Renegade (2)|2X2=37
River Hoopoe|2X2=6
Roon of the Hidden Realm (1)|2X2=289
Roon of the Hidden Realm (2)|2X2=24
Ruric Thar, the Unbowed (1)|2X2=326
Ruric Thar, the Unbowed (2)|2X2=47
Scab-Clan Giant|2X2=9
Scale Blessing|2X2=6
Scion of Darkness|2X2=21
Seasoned Pyromancer (1)|2X2=569
Seasoned Pyromancer (2)|2X2=784
Seasoned Pyromancer (3)|2X2=1099
Sedraxis Specter|2X2=7
Sedris, the Traitor King (1)|2X2=232
Sedris, the Traitor King (2)|2X2=174
Sedris, the Traitor King (3)|2X2=87
Seeker of the Way (1)|2X2=12
Seeker of the Way (2)|2X2=8
Seekers' Squire|2X2=3
Selesnya Sanctuary (1)|2X2=139
Selesnya Sanctuary (2)|2X2=20
Sensei's Divining Top (1)|2X2=4076
Sensei's Divining Top (2)|2X2=5807
Sensei's Divining Top (3)|2X2=3441
Sensor Splicer|2X2=7
Settle Beyond Reality|2X2=4
Severed Strands|2X2=11
Shadowborn Apostle|2X2=155
Shattergang Brothers (1)|2X2=24
Shattergang Brothers (2)|2X2=92
Sidisi, Brood Tyrant (1)|2X2=108
Sidisi, Brood Tyrant (2)|2X2=1356
Simic Growth Chamber (1)|2X2=393
Simic Growth Chamber (2)|2X2=30
Skeleton Archer|2X2=4
Skinrender|2X2=16
Skullbriar, the Walking Grave (1)|2X2=1858
Skullbriar, the Walking Grave (2)|2X2=164
Smothering Tithe (1)|2X2=4892
Smothering Tithe (2)|2X2=5028
Smothering Tithe (3)|2X2=4910
Sparkmage's Gambit|2X2=3
Spell Pierce (1)|2X2=25
Spell Pierce (2)|2X2=64
Spider Spawning|2X2=22
Splinterfright (1)|2X2=37
Splinterfright (2)|2X2=129
Sprouting Thrinax|2X2=10
Staggershock|2X2=5
Storm Fleet Pyromancer|2X2=18
Strands of Undeath|2X2=8
Sultai Soothsayer|2X2=2
Summer Bloom|2X2=154
Supernatural Stamina|2X2=14
Supreme Verdict (1)|2X2=215
Supreme Verdict (2)|2X2=310
Supreme Verdict (3)|2X2=1030
Surgical Extraction (1)|2X2=788
Surgical Extraction (2)|2X2=372
Surgical Extraction (3)|2X2=227
Surreal Memoir|2X2=8
Talrand, Sky Summoner (1)|2X2=213
Talrand, Sky Summoner (2)|2X2=31
Tariel, Reckoner of Souls (1)|2X2=177
Tariel, Reckoner of Souls (2)|2X2=686
Teferi's Protection (1)|2X2=6163
Teferi's Protection (2)|2X2=4780
Teferi's Protection (3)|2X2=4127
Teneb, the Harvester (1)|2X2=528
Teneb, the Harvester (2)|2X2=124
Tenth District Legionnaire|2X2=6
Terminate (1)|2X2=100
Terminate (2)|2X2=190
The Mimeoplasm (1)|2X2=203
The Mimeoplasm (2)|2X2=48
The Mimeoplasm (3)|2X2=43
Thistledown Liege (1)|2X2=75
Thistledown Liege (2)|2X2=165
Thought Scour (1)|2X2=76
Thought Scour (2)|2X2=49
Thousand-Year Storm (1)|2X2=346
Thousand-Year Storm (2)|2X2=123
Thousand-Year Storm (3)|2X2=412
Thraximundar (1)|2X2=413
Thraximundar (2)|2X2=111
Thrive|2X2=4
Thrumming Stone (1)|2X2=1603
Thrumming Stone (2)|2X2=2834
Titan's Strength|2X2=11
Tower Gargoyle|2X2=3
Travel Preparations|2X2=4
Traveler's Amulet|2X2=7
Tuskguard Captain|2X2=11
Twinflame (1)|2X2=1367
Twinflame (2)|2X2=719
Ulamog, the Infinite Gyre (1)|2X2=8638
Ulamog, the Infinite Gyre (2)|2X2=4386
Ulamog, the Infinite Gyre (3)|2X2=3535
Ulamog, the Infinite Gyre (4)|2X2=4231
Ulasht, the Hate Seed (1)|2X2=16
Ulasht, the Hate Seed (2)|2X2=120
Unburial Rites|2X2=21
Unearth (1)|2X2=102
Unearth (2)|2X2=49
Uril, the Miststalker (1)|2X2=657
Uril, the Miststalker (2)|2X2=129
Vampire Sovereign|2X2=14
Vampiric Rites|2X2=16
Varina, Lich Queen (1)|2X2=1332
Varina, Lich Queen (2)|2X2=333
Vedalken Orrery (1)|2X2=2328
Vedalken Orrery (2)|2X2=2688
Vedalken Orrery (3)|2X2=2433
Venser, Shaper Savant (1)|2X2=464
Venser, Shaper Savant (2)|2X2=108
Villainous Wealth (1)|2X2=41
Villainous Wealth (2)|2X2=396
Wall of Omens (1)|2X2=28
Wall of Omens (2)|2X2=54
Warrior's Oath (1)|2X2=1938
Warrior's Oath (2)|2X2=793
Wash Out|2X2=37
Wasitora, Nekoru Queen (1)|2X2=105
Wasitora, Nekoru Queen (2)|2X2=480
Weathered Wayfarer (1)|2X2=202
Weathered Wayfarer (2)|2X2=260
Weathered Wayfarer (3)|2X2=679
Webweaver Changeling|2X2=9
Wilt-Leaf Liege (1)|2X2=42
Wilt-Leaf Liege (2)|2X2=427
Winged Coatl|2X2=6
Wingsteed Rider|2X2=6
Wrenn and Six (1)|2X2=1484
Wrenn and Six (2)|2X2=2982
Wrenn and Six (3)|2X2=1008
Wrenn and Six (4)|2X2=1911
Yahenni, Undying Partisan (1)|2X2=1209
Yahenni, Undying Partisan (2)|2X2=262
Young Pyromancer (1)|2X2=23
Young Pyromancer (2)|2X2=72
Zur the Enchanter (1)|2X2=479
Zur the Enchanter (2)|2X2=124
Abrade|2XM=15
Academy Ruins (1)|2XM=2219
Academy Ruins (2)|2XM=1035
Accomplished Automaton|2XM=12
Ad Nauseam|2XM=2754
Adaptive Automaton|2XM=202
Alabaster Mage|2XM=5
Ancestral Blade|2XM=4
Ancient Stirrings|2XM=19
Angel of the Dawn|2XM=8
Apprentice Wizard|2XM=13
Archangel of Thune|2XM=5144
Arcum Dagsson|2XM=1424
Argivian Restoration|2XM=8
Arixmethes, Slumbering Isle|2XM=405
Ash Barrens|2XM=14
Atraxa, Praetors' Voice (1)|2XM=2430
Atraxa, Praetors' Voice (2)|2XM=5111
Auriok Salvagers|2XM=14
Austere Command|2XM=177
Avacyn, Angel of Hope (1)|2XM=3122
Avacyn, Angel of Hope (2)|2XM=7460
Avenger of Zendikar|2XM=173
Awakening Zone|2XM=177
Balduvian Rage|2XM=18
Baleful Strix|2XM=155
Basalt Monolith|2XM=398
Basilisk Collar|2XM=916
Batterskull (1)|2XM=871
Batterskull (2)|2XM=504
Battle-Rattle Shaman|2XM=4
Beacon of Unrest|2XM=26
Blade Splicer|2XM=40
Blasphemous Act|2XM=280
Blightsteel Colossus (1)|2XM=6308
Blightsteel Colossus (2)|2XM=3440
Blinkmoth Nexus|2XM=198
Blood Moon (1)|2XM=716
Blood Moon (2)|2XM=1362
Bloodbriar|2XM=9
Bloodshot Trainee|2XM=10
Bloodspore Thrinax|2XM=27
Bone Picker|2XM=18
Boon Reflection|2XM=1402
Bosh, Iron Golem|2XM=16
Braids, Conjurer Adept|2XM=53
Brainstorm (1)|2XM=141
Brainstorm (2)|2XM=866
Breya, Etherium Shaper|2XM=196
Brimstone Volley|2XM=10
Brudiclad, Telchor Engineer|2XM=150
Buried Ruin|2XM=186
Cascade Bluffs|2XM=143
Cast Down|2XM=47
Cathartic Reunion|2XM=24
Cathodion|2XM=12
Champion of Lambholt|2XM=287
Chatter of the Squirrel|2XM=32
Chief of the Foundry|2XM=19
Chord of Calling (1)|2XM=477
Chord of Calling (2)|2XM=514
Chromatic Star|2XM=22
Chrome Mox (1)|2XM=11685
Chrome Mox (2)|2XM=12018
Clear Shot|2XM=8
Clone Shell|2XM=22
Cloudreader Sphinx|2XM=8
Cogwork Assembler|2XM=9
Conclave Naturalists|2XM=5
Conjurer's Closet|2XM=476
Coretapper|2XM=27
Corridor Monitor|2XM=15
Costly Plunder|2XM=17
Council's Judgment (1)|2XM=223
Council's Judgment (2)|2XM=51
Cragganwick Cremator|2XM=10
Cranial Plating|2XM=41
Crib Swap|2XM=18
Crop Rotation (1)|2XM=3331
Crop Rotation (2)|2XM=621
Crusader of Odric|2XM=8
Crushing Vines|2XM=4
Culling Dais|2XM=23
Cyclonic Rift (1)|2XM=4154
Cyclonic Rift (2)|2XM=3301
Dark Confidant (1)|2XM=1165
Dark Confidant (2)|2XM=581
Dark Depths|2XM=258
Darksteel Axe|2XM=13
Darksteel Citadel|2XM=125
Darksteel Forge|2XM=4756
Death's Shadow|2XM=139
Death-Hood Cobra|2XM=11
Deathreap Ritual|2XM=27
Deepglow Skate|2XM=109
Defiant Salvager|2XM=8
Dire Fleet Hoarder|2XM=7
Disciple of Bolas|2XM=117
Disciple of the Vault|2XM=71
Dismantle|2XM=10
Divest|2XM=10
Doomed Necromancer|2XM=42
Doubling Season (1)|2XM=6528
Doubling Season (2)|2XM=3198
Dread Return|2XM=48
Driver of the Dead|2XM=3
Drown in Sorrow|2XM=14
Dualcaster Mage|2XM=502
Duplicant|2XM=29
Eager Construct|2XM=3
Elvish Aberration|2XM=9
Endless Atlas|2XM=216
Engineered Explosives|2XM=257
Enlarge|2XM=22
Ensnaring Bridge|2XM=1232
Esperzoa|2XM=6
Ethersworn Canonist|2XM=540
Everflowing Chalice|2XM=36
Executioner's Capsule|2XM=11
Expedition Map (1)|2XM=111
Expedition Map (2)|2XM=1369
Exploration (1)|2XM=7363
Exploration (2)|2XM=3861
Faerie Mechanist|2XM=11
Falkenrath Aristocrat|2XM=34
Fatal Push (1)|2XM=102
Fatal Push (2)|2XM=1289
Fencing Ace|2XM=4
Fetid Heath|2XM=162
Fierce Empath|2XM=16
Fire-Lit Thicket|2XM=756
Flayer Husk|2XM=8
Flickerwisp|2XM=40
Flooded Grove|2XM=73
Force of Will (1)|2XM=6572
Force of Will (2)|2XM=18902
Forest (1)|2XM=200
Forest (2)|2XM=43
Fortify|2XM=11
Frogify|2XM=17
Fulminator Mage|2XM=79
Galvanic Blast|2XM=218
Geist of Saint Traft|2XM=37
Gelatinous Genesis|2XM=35
Geth, Lord of the Vault|2XM=72
Ghor-Clan Rampager|2XM=7
Glassdust Hulk|2XM=10
Glaze Fiend|2XM=8
Gleaming Barrier|2XM=14
Glimmervoid|2XM=396
Glint-Sleeve Artisan|2XM=4
Goblin Gaveleer|2XM=13
Goblin Guide (1)|2XM=114
Goblin Guide (2)|2XM=245
Godo, Bandit Warlord|2XM=127
Golem Artisan|2XM=5
Golem-Skin Gauntlets|2XM=20
Grand Architect|2XM=97
Graven Cairns|2XM=509
Greater Good|2XM=421
Grim Lavamancer|2XM=21
Hammer of Nazahn|2XM=1507
Hanna, Ship's Navigator|2XM=39
Heartbeat of Spring|2XM=442
Heartless Pillage|2XM=4
Heat Shimmer|2XM=922
Hidden Stockpile|2XM=24
High Market|2XM=289
Hinder|2XM=18
Ichor Wellspring|2XM=55
Imperial Recruiter|2XM=1211
Inkwell Leviathan|2XM=61
Invigorate|2XM=30
Ion Storm|2XM=22
Iron Bully|2XM=5
Iron League Steed|2XM=3
Island (1)|2XM=145
Island (2)|2XM=31
Isochron Scepter|2XM=1629
Izzet Charm|2XM=29
Jace, the Mind Sculptor (1)|2XM=1843
Jace, the Mind Sculptor (2)|2XM=2617
Jhoira's Familiar|2XM=156
Jhoira, Weatherlight Captain|2XM=236
Kaalia of the Vast (1)|2XM=3269
Kaalia of the Vast (2)|2XM=452
Karn Liberated (1)|2XM=309
Karn Liberated (2)|2XM=1106
Karrthus, Tyrant of Jund|2XM=894
Kazuul's Toll Collector|2XM=13
Kemba, Kha Regent|2XM=20
Kozilek's Predator|2XM=7
Kuldotha Flamefiend|2XM=7
Kuldotha Forgemaster|2XM=863
Land Tax|2XM=2863
Leonin Abunas|2XM=308
Liege of the Tangle|2XM=186
Lightning Axe|2XM=15
Lightning Greaves (1)|2XM=1741
Lightning Greaves (2)|2XM=454
Lux Cannon|2XM=119
Maelstrom Nexus|2XM=286
Maelstrom Pulse|2XM=37
Magnifying Glass|2XM=12
Magus of the Abyss|2XM=18
Magus of the Will|2XM=26
Mana Crypt (1)|2XM=4110
Mana Crypt (2)|2XM=6121
Mana Echoes|2XM=4412
Mana Reflection|2XM=227
Manamorphose|2XM=399
Master Splicer|2XM=16
Master Transmuter|2XM=587
Master of Etherium|2XM=55
Masterwork of Ingenuity|2XM=378
Maze of Ith|2XM=1289
Mazirek, Kraul Death Priest|2XM=323
Meddling Mage (1)|2XM=227
Meddling Mage (2)|2XM=140
Merciless Eviction|2XM=83
Mesmeric Orb|2XM=2586
Metallic Rebuke|2XM=20
Metalspinner's Puzzleknot|2XM=3
Might of the Masses|2XM=5
Mishra's Bauble|2XM=167
Mishra's Factory|2XM=13
Morkrut Banshee|2XM=3
Mountain (1)|2XM=160
Mountain (2)|2XM=35
Mox Opal (1)|2XM=25878
Mox Opal (2)|2XM=17569
Myr Battlesphere|2XM=46
Myr Retriever|2XM=219
Myrsmith|2XM=15
Mystic Gate|2XM=353
Noble Hierarch (1)|2XM=1043
Noble Hierarch (2)|2XM=1770
O-Naginata|2XM=47
Oblivion Stone|2XM=32
Open the Vaults|2XM=67
Orcish Vandal|2XM=2
Oubliette|2XM=175
Ovalchase Daredevil|2XM=13
Painsmith|2XM=4
Parasitic Strix|2XM=4
Path to Exile|2XM=150
Peace Strider|2XM=3
Pentad Prism|2XM=34
Phyrexian Metamorph (1)|2XM=1876
Phyrexian Metamorph (2)|2XM=340
Phyrexian Revoker|2XM=25
Plains (1)|2XM=45
Plains (2)|2XM=82
Pongify|2XM=305
Progenitor Mimic|2XM=112
Puresteel Paladin|2XM=543
Pyrewild Shaman|2XM=6
Pyrite Spellbomb|2XM=15
Rage Reflection|2XM=156
Rapacious Dragon|2XM=10
Ratchet Bomb|2XM=78
Ravenous Intruder|2XM=5
Ravenous Trap|2XM=21
Reclamation Sage|2XM=19
Relic Runner|2XM=6
Remember the Fallen|2XM=9
Reshape|2XM=412
Revoke Existence|2XM=13
Rhys the Redeemed|2XM=577
Riddlesmith|2XM=22
Riku of Two Reflections|2XM=525
Rolling Earthquake|2XM=366
Rugged Prairie|2XM=78
Rush of Knowledge|2XM=17
Salivating Gremlins|2XM=3
Salvage Titan|2XM=27
Sanctum Gargoyle|2XM=6
Sanctum Spirit|2XM=6
Sandstone Oracle|2XM=18
Savageborn Hydra|2XM=41
Sculpting Steel|2XM=187
Selesnya Guildmage|2XM=7
Sen Triplets|2XM=884
Sentinel of the Pearl Trident|2XM=6
Serra Sphinx|2XM=8
Shamanic Revelation|2XM=89
Sharuum the Hegemon|2XM=37
Sickleslicer|2XM=6
Sift|2XM=6
Silumgar Scavenger|2XM=6
Skinbrand Goblin|2XM=5
Skinwing|2XM=10
Skirsdag High Priest|2XM=17
Skithiryx, the Blight Dragon|2XM=1134
Skullmulcher|2XM=12
Sneak Attack (1)|2XM=1032
Sneak Attack (2)|2XM=1021
Spellskite|2XM=1127
Sphinx Summoner|2XM=18
Sphinx of the Guildpact|2XM=10
Springleaf Drum|2XM=75
Steel Sabotage|2XM=19
Stoneforge Mystic (1)|2XM=2971
Stoneforge Mystic (2)|2XM=4701
Stonehewer Giant|2XM=924
Strength of Arms|2XM=4
Sundering Titan|2XM=55
Sunforger|2XM=424
Sunken Ruins|2XM=843
Supernatural Stamina|2XM=14
Surge Node|2XM=13
Swamp (1)|2XM=180
Swamp (2)|2XM=36
Swiftblade Vindicator|2XM=27
Sword of Body and Mind (1)|2XM=1650
Sword of Body and Mind (2)|2XM=3013
Sword of Feast and Famine (1)|2XM=7869
Sword of Feast and Famine (2)|2XM=3739
Sword of Fire and Ice (1)|2XM=6697
Sword of Fire and Ice (2)|2XM=4848
Sword of Light and Shadow (1)|2XM=2534
Sword of Light and Shadow (2)|2XM=1370
Sword of War and Peace (1)|2XM=883
Sword of War and Peace (2)|2XM=2103
Sword of the Meek|2XM=58
Sylvan Might|2XM=4
Tempered Steel|2XM=321
Temur Battle Rage|2XM=24
Terastodon|2XM=28
The Scarab God|2XM=686
Thespian's Stage|2XM=49
Thirst for Knowledge|2XM=11
Thopter Engineer|2XM=9
Thopter Foundry|2XM=29
Thought Reflection|2XM=127
Thoughtseize (1)|2XM=2193
Thoughtseize (2)|2XM=569
Thraben Inspector|2XM=13
Thragtusk|2XM=21
Throne of Geth|2XM=101
Time Sieve|2XM=830
Topple the Statue|2XM=4
Toxic Deluge (1)|2XM=2801
Toxic Deluge (2)|2XM=836
Trash for Treasure|2XM=115
Treasure Keeper|2XM=13
